public_reference,mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2.02E+14,38674,66,White,MINI,Clubman,USED,2016,15000,Estate,FALSE,Petrol
2.02E+14,118000,65,Blue,Audi,A6 Allroad,USED,2015,14989,Estate,FALSE,Diesel
2.02E+14,0,,Grey,Jeep,Wrangler,NEW,,50450,SUV,FALSE,Petrol
2.02E+14,31832,18,White,Peugeot,2008,USED,2018,8950,SUV,FALSE,Petrol
2.02E+14,10072,69,Black,Audi,Q3,USED,2019,30000,SUV,FALSE,Petrol
2.02E+14,27500,17,Grey,Volkswagen,Polo,USED,2017,11750,Hatchback,FALSE,Petrol
2.02E+14,130000,15,Silver,Mercedes-Benz,C Class,USED,2015,10995,Estate,FALSE,Diesel Hybrid
2.02E+14,18541,68,Grey,Vauxhall,Grandland X,USED,2018,13299,SUV,FALSE,Petrol
2.02E+14,21029,67,Silver,Kia,Sportage,USED,2017,20995,SUV,FALSE,Petrol
2.02E+14,84233,67,Red,BMW,1 Series,USED,2017,10200,Hatchback,FALSE,Petrol
2.02E+14,6400,20,Black,Audi,Q5,USED,2020,36683,SUV,FALSE,Diesel
2.02E+14,27168,67,Red,Peugeot,108,USED,2017,5883,Hatchback,FALSE,Petrol
2.02E+14,83888,61,Grey,Volkswagen,Golf,USED,2011,6197,Hatchback,FALSE,Diesel
2.02E+14,54719,66,White,Volkswagen,Golf,USED,2017,11000,Hatchback,FALSE,Petrol
2.02E+14,10,70,Orange,Vauxhall,Corsa,USED,2020,13600,Hatchback,FALSE,Petrol
2.02E+14,97462,14,White,Vauxhall,Astra GTC,USED,2014,5995,Coupe,FALSE,Diesel
2.02E+14,18088,17,White,BMW,1 Series,USED,2017,13995,Hatchback,FALSE,Petrol
2.02E+14,14000,17,Black,Volkswagen,Golf,USED,2017,9750,Hatchback,FALSE,Diesel
2.02E+14,8377,65,White,Toyota,AYGO,USED,2015,6495,Hatchback,FALSE,Petrol
2.02E+14,42333,17,Silver,Land Rover,Discovery,USED,2017,38990,SUV,FALSE,Diesel
2.02E+14,50211,67,Silver,Vauxhall,Zafira Tourer,USED,2017,9698,MPV,FALSE,Petrol
2.02E+14,31241,15,Black,Nissan,Qashqai,USED,2015,11290,SUV,FALSE,Diesel
2.02E+14,5900,19,Black,Volvo,V60,USED,2019,24495,Estate,FALSE,Diesel
2.02E+14,54600,13,Black,Nissan,Juke,USED,2013,6999,SUV,FALSE,Petrol
2.02E+14,84000,9,Silver,Porsche,Cayenne,USED,2009,12990,SUV,FALSE,Diesel
2.02E+14,5,,Grey,Honda,Civic,NEW,,35370,Hatchback,FALSE,Petrol
2.02E+14,61816,15,White,Vauxhall,Mokka,USED,2015,6999,Hatchback,FALSE,Petrol
2.02E+14,10275,18,Grey,Citroen,Berlingo,USED,2018,12495,MPV,FALSE,Diesel
2.02E+14,17689,19,White,Mercedes-Benz,E Class,USED,2019,46950,Convertible,FALSE,Petrol
2.02E+14,69044,17,Black,Nissan,Qashqai,USED,2017,11000,SUV,FALSE,Diesel
2.02E+14,17722,68,Red,Mazda,CX-5,USED,2018,18980,SUV,FALSE,Diesel
2.02E+14,114000,9,White,Jaguar,X-Type,USED,2009,3250,Saloon,FALSE,Diesel
2.02E+14,68406,56,Grey,BMW,3 Series,USED,2006,7495,Coupe,FALSE,Petrol
2.02E+14,20263,67,Black,Volkswagen,Polo,USED,2017,10790,Hatchback,FALSE,Petrol
2.02E+14,43130,66,White,Land Rover,Range Rover Sport,USED,,35990,SUV,FALSE,Diesel
2.02E+14,37564,68,Grey,Citroen,C3,USED,2018,10000,Hatchback,FALSE,Petrol
2.02E+14,20000,19,Blue,Audi,A5,USED,2019,28950,Coupe,FALSE,Diesel
2.02E+14,49851,13,Silver,Volkswagen,Touran,USED,2013,9495,MPV,FALSE,Diesel
2.02E+14,6470,67,Blue,Toyota,Yaris,USED,2017,12990,Hatchback,FALSE,Petrol Hybrid
2.02E+14,25345,67,Silver,Land Rover,Range Rover Sport,USED,2017,43995,SUV,FALSE,Diesel
2.02E+14,9932,69,Grey,Renault,Kadjar,USED,2019,16599,SUV,FALSE,Petrol
2.02E+14,67450,13,White,Fiat,500,USED,2013,3590,Hatchback,FALSE,Petrol
2.02E+14,4000,69,Silver,Hyundai,i10,USED,2019,8400,Hatchback,FALSE,Petrol
2.02E+14,12403,69,White,BMW,1 Series,USED,2020,23790,Hatchback,FALSE,Petrol
2.02E+14,111150,10,Black,BMW,1 Series,USED,2010,3650,Hatchback,FALSE,Diesel
2.02E+14,19753,17,Black,Volkswagen,Golf,USED,2017,19999,Hatchback,FALSE,Petrol
2.02E+14,80000,59,Silver,Peugeot,308 SW,USED,2009,2895,Estate,FALSE,Diesel
2.02E+14,109450,16,Red,Nissan,Qashqai,USED,2016,6995,SUV,FALSE,Diesel
2.02E+14,7000,17,Black,Citroen,C3 Picasso,USED,2017,9990,MPV,FALSE,Diesel
2.02E+14,16000,19,Silver,Citroen,C3 Aircross,USED,2019,11490,SUV,FALSE,Petrol
2.02E+14,0,,Red,Kia,Sportage,NEW,,25911,SUV,FALSE,Petrol
2.02E+14,69000,13,Black,Volkswagen,Golf,USED,2013,10995,Hatchback,FALSE,Diesel
2.02E+14,13142,18,Silver,MINI,Clubman,USED,2018,15533,Estate,FALSE,Diesel
2.02E+14,75000,14,White,Kia,Sportage,USED,2014,8990,SUV,FALSE,Diesel
2.02E+14,0,,Grey,Dacia,Duster,NEW,,18055,SUV,FALSE,Petrol
2.02E+14,16000,18,Blue,Toyota,Yaris,USED,2018,11995,Hatchback,FALSE,Petrol Hybrid
2.02E+14,68682,63,Grey,Audi,A3,USED,2013,10490,Hatchback,FALSE,Petrol
2.02E+14,0,,Grey,Audi,RS Q3,NEW,,57480,SUV,FALSE,Petrol
2.02E+14,10485,68,White,BMW,3 Series,USED,2019,25950,Saloon,FALSE,Diesel
2.02E+14,27922,65,White,Vauxhall,Zafira Tourer,USED,2016,9290,MPV,FALSE,Diesel
2.02E+14,139000,8,Grey,Land Rover,Range Rover Sport,USED,2008,5950,SUV,FALSE,Diesel
2.02E+14,21124,17,White,Hyundai,i30,USED,2017,10295,Hatchback,FALSE,Petrol
2.02E+14,84000,63,White,MINI,Countryman,USED,2014,6795,SUV,FALSE,Petrol
2.02E+14,14832,16,White,SKODA,Citigo,USED,2016,7995,Hatchback,FALSE,Petrol
2.02E+14,20305,67,Red,Peugeot,208,USED,2017,12250,Hatchback,FALSE,Petrol
2.02E+14,24204,67,Grey,MINI,Clubman,USED,2017,11999,Estate,FALSE,Petrol
2.02E+14,38000,17,Grey,Toyota,C-HR,USED,2017,14499,SUV,FALSE,Petrol
2.02E+14,19586,18,Red,Volkswagen,up!,USED,2018,7500,Hatchback,FALSE,Petrol
2.02E+14,15703,19,Black,Vauxhall,Corsa,USED,2019,7750,Hatchback,FALSE,Petrol
2.02E+14,804,20,Grey,Volvo,XC90,USED,2020,42990,SUV,FALSE,Petrol Hybrid
2.02E+14,48497,13,Silver,Audi,A5 Cabriolet,USED,2013,9995,Convertible,FALSE,Diesel
2.02E+14,10,70,Grey,Dacia,Duster,USED,2020,13690,SUV,FALSE,Petrol
2.02E+14,39424,65,Grey,Audi,Q3,USED,2015,14995,SUV,FALSE,Diesel
2.02E+14,20908,65,Silver,Audi,A1,USED,2015,11500,Hatchback,FALSE,Petrol
2.02E+14,97356,15,Grey,Land Rover,Discovery Sport,USED,2015,17750,SUV,FALSE,Diesel
2.02E+14,10759,18,Grey,Vauxhall,Corsa,USED,2018,7800,Hatchback,FALSE,Petrol
2.02E+14,106000,7,Silver,Hyundai,Coupe,USED,2007,1699,Coupe,FALSE,Petrol
2.02E+14,3000,20,Silver,Volkswagen,Polo,USED,2020,13995,Hatchback,FALSE,Petrol
2.02E+14,20000,68,White,Renault,Clio,USED,2018,9995,Hatchback,FALSE,Diesel
2.02E+14,5,70,Black,Honda,CR-V,USED,2020,31795,SUV,FALSE,Petrol
2.02E+14,36425,16,White,Audi,A3,USED,2016,10995,Hatchback,FALSE,Petrol
2.02E+14,70007,62,Grey,Land Rover,Freelander 2,USED,2012,10990,SUV,FALSE,Diesel
2.02E+14,15400,17,White,Volkswagen,Golf,USED,2017,13750,Hatchback,FALSE,Petrol
2.02E+14,96300,10,Yellow,MINI,Convertible,USED,2010,3295,Convertible,FALSE,Petrol
2.02E+14,58980,,Burgundy,Panther,Kallista,USED,1986,12950,Convertible,FALSE,Petrol
2.02E+14,58788,63,Black,BMW,5 Series,USED,2014,16250,Estate,FALSE,Diesel
2.02E+14,23889,67,Blue,BMW,4 Series,USED,2017,27980,Convertible,FALSE,Petrol
2.02E+14,60000,10,Black,Vauxhall,Corsa,USED,2010,2600,Hatchback,FALSE,Petrol
2.02E+14,6679,68,Black,Land Rover,Discovery,USED,2019,54495,SUV,FALSE,Diesel
2.02E+14,15877,68,White,Hyundai,Tucson,USED,2018,16990,SUV,FALSE,Petrol
2.02E+14,19000,63,Black,Porsche,911,USED,2014,79975,Coupe,FALSE,Petrol
2.02E+14,124123,57,Black,BMW,X5,USED,2007,5499,SUV,FALSE,Diesel
2.02E+14,16680,18,Grey,Peugeot,2008,USED,2018,11995,SUV,FALSE,Petrol
2.02E+14,53800,5,Blue,Vauxhall,Tigra,USED,2005,1500,Convertible,FALSE,Petrol
2.02E+14,72805,13,White,Volkswagen,Tiguan,USED,2013,10990,SUV,FALSE,Diesel
2.02E+14,120258,10,Grey,Volvo,XC90,USED,2010,5400,SUV,FALSE,Diesel
2.02E+14,51085,18,Grey,Volvo,V90 Cross Country,USED,2018,22880,Estate,FALSE,Diesel
2.02E+14,9093,69,Green,Jaguar,F-Type,USED,2019,52844,Convertible,FALSE,Petrol
2.02E+14,11922,68,Red,Nissan,Juke,USED,2018,12000,SUV,FALSE,Petrol
2.02E+14,15,,Black,Peugeot,208,NEW,,15645,Hatchback,FALSE,Petrol
2.02E+14,36961,16,Multicolour,Renault,Captur,USED,2016,9558,SUV,FALSE,Diesel
2.02E+14,10823,69,Grey,Dacia,Duster,USED,2019,15299,SUV,FALSE,Petrol
2.02E+14,16889,68,Silver,Mercedes-Benz,A Class,USED,2018,19950,Hatchback,FALSE,Petrol
2.02E+14,75336,64,Silver,Mercedes-Benz,C Class,USED,2014,14000,Saloon,FALSE,Diesel
2.02E+14,114000,10,Blue,Vauxhall,Insignia,USED,2010,1895,Hatchback,FALSE,Petrol
2.02E+14,73061,17,Grey,Mercedes-Benz,E Class,USED,2017,15499,Saloon,FALSE,Diesel
2.02E+14,71111,13,White,Audi,Q5,USED,2013,15000,SUV,FALSE,Diesel
2.02E+14,34924,59,White,Fiat,500,USED,2009,3700,Hatchback,FALSE,Petrol
2.02E+14,4100,20,White,Peugeot,3008,USED,2020,26600,SUV,FALSE,Petrol
2.02E+14,7880,67,White,Hyundai,i10,USED,2017,7500,Hatchback,FALSE,Petrol
2.02E+14,12845,66,White,Volkswagen,Tiguan,USED,2016,24990,SUV,FALSE,Diesel
2.02E+14,49925,65,White,Nissan,Juke,USED,2015,7480,SUV,FALSE,Diesel
2.02E+14,104563,9,Black,BMW,3 Series,USED,2009,6999,Coupe,FALSE,Diesel
2.02E+14,6539,66,Bronze,Mitsubishi,Mirage,USED,2016,9999,Hatchback,FALSE,Petrol
2.02E+14,94000,10,Blue,Volvo,XC60,USED,2010,7995,SUV,FALSE,Diesel
2.02E+14,51000,16,Grey,Mercedes-Benz,C Class,USED,2016,17748,Saloon,FALSE,Diesel
2.02E+14,115350,57,Grey,SKODA,Fabia,USED,2008,1495,Hatchback,FALSE,Petrol
2.02E+14,16671,19,Grey,Mercedes-Benz,C Class,USED,2019,22699,Saloon,FALSE,Petrol
2.02E+14,81000,12,Black,Vauxhall,Astra GTC,USED,2012,3795,Coupe,FALSE,Petrol
2.02E+14,24760,16,Black,BMW,2 Series Gran Tourer,USED,2016,14399,MPV,FALSE,Petrol
2.02E+14,82000,,Grey,Renault,Clio,USED,1998,350,Hatchback,FALSE,Petrol
2.02E+14,12945,19,Red,DS AUTOMOBILES,DS 3 CROSSBACK,USED,2019,17640,SUV,FALSE,Petrol
2.02E+14,22500,19,Black,BMW,4 Series,USED,2019,26990,Coupe,FALSE,Diesel
2.02E+14,2879,20,Black,Nissan,Navara,USED,2020,29990,Pickup,TRUE,Diesel
2.02E+14,150000,4,Green,Vauxhall,Astra,USED,2004,700,Hatchback,FALSE,Petrol
2.02E+14,30072,68,Black,Vauxhall,Mokka X,USED,2018,10700,SUV,FALSE,Petrol
2.02E+14,13012,68,Blue,BMW,1 Series,USED,2018,14800,Hatchback,FALSE,Petrol
2.02E+14,29472,67,Blue,Mercedes-Benz,C Class,USED,2017,15800,Saloon,FALSE,Diesel
2.02E+14,90715,17,Black,Audi,A4 Avant,USED,2017,11700,Estate,FALSE,Diesel
2.02E+14,36200,17,White,Vauxhall,Astra,USED,2017,10299,Estate,FALSE,Diesel
2.02E+14,94700,65,Grey,Mercedes-Benz,C Class,USED,2015,14000,Estate,FALSE,Petrol Plug-in Hybrid
2.02E+14,10,,White,Volkswagen,Tiguan,NEW,,39505,SUV,FALSE,Diesel
2.02E+14,13704,67,Blue,Kia,Picanto,USED,2017,9249,Hatchback,FALSE,Petrol
2.02E+14,83000,59,Black,Audi,A4,USED,2009,5900,Saloon,FALSE,Petrol
2.02E+14,45480,17,White,Volvo,XC90,USED,2017,29800,SUV,FALSE,Diesel
2.02E+14,11,70,White,MG,MG3,USED,2020,12690,Hatchback,FALSE,Petrol
2.02E+14,65000,14,White,Kia,Sportage,USED,2014,9691,SUV,FALSE,Diesel
2.02E+14,63369,17,Blue,SKODA,Rapid Spaceback,USED,,7490,Hatchback,FALSE,Diesel
2.02E+14,36500,13,Black,Mercedes-Benz,B Class,USED,2013,8500,Hatchback,FALSE,Diesel
2.02E+14,10859,69,Silver,SKODA,Octavia,USED,2019,15495,Estate,FALSE,Petrol
2.02E+14,59998,57,Black,Mercedes-Benz,CLK,USED,2007,4890,Coupe,FALSE,Diesel
2.02E+14,38550,59,Red,SKODA,Fabia,USED,2009,2995,Hatchback,FALSE,Petrol
2.02E+14,10300,16,Grey,Ferrari,F12berlinetta,USED,2016,164995,Coupe,FALSE,Petrol
2.02E+14,41002,66,White,BMW,4 Series Gran Coupe,USED,2016,22850,Saloon,FALSE,Diesel
2.02E+14,27833,18,Blue,MG,MG ZS,USED,2018,9995,SUV,FALSE,Petrol
2.02E+14,22350,17,Grey,SEAT,Alhambra,USED,2017,17490,MPV,FALSE,Diesel
2.02E+14,10000,15,Blue,Hyundai,i20,USED,2015,9250,Hatchback,FALSE,Petrol
2.02E+14,33738,66,,Toyota,RAV4,USED,2016,13950,SUV,FALSE,Diesel
2.02E+14,10422,17,Grey,Jeep,Renegade,USED,2017,12595,SUV,FALSE,Petrol
2.02E+14,35570,17,Black,Vauxhall,Insignia,USED,2017,10500,Hatchback,FALSE,Diesel
2.02E+14,35000,66,White,Nissan,Qashqai,USED,2016,11000,SUV,FALSE,Diesel
2.02E+14,77000,10,Silver,Chevrolet,Spark,USED,2010,1390,Hatchback,FALSE,Petrol
2.02E+14,34009,,Silver,Aston Martin,DB7,USED,2001,28911,Coupe,FALSE,Petrol
2.02E+14,102600,59,Black,Volvo,S40,USED,2009,2795,Saloon,FALSE,Diesel
2.02E+14,8790,19,Silver,Volvo,XC60,USED,2019,31990,SUV,FALSE,Petrol
2.02E+14,0,,Red,Jeep,Compass,NEW,,28430,SUV,FALSE,Petrol
2.02E+14,11827,19,White,Toyota,AYGO,USED,2019,8044,Hatchback,FALSE,Petrol
2.02E+14,14462,16,Red,Abarth,595C,USED,2016,11880,Convertible,FALSE,Petrol
2.02E+14,10,,Silver,Alfa Romeo,Giulietta,NEW,,19645,Hatchback,FALSE,Petrol
2.02E+14,64643,7,Blue,Renault,Megane,USED,2007,1385,Estate,FALSE,Diesel
2.02E+14,0,,Grey,Jeep,Renegade,NEW,,25705,SUV,FALSE,Petrol
2.02E+14,30276,67,Grey,Audi,Q5,USED,2017,26100,SUV,FALSE,Diesel
2.02E+14,30000,65,White,Vauxhall,Mokka,USED,2015,8995,Hatchback,FALSE,Petrol
2.02E+14,20486,18,Blue,Toyota,RAV4,USED,2018,20990,SUV,FALSE,Petrol Hybrid
2.02E+14,2300,69,Grey,SEAT,Leon,USED,2020,19990,Hatchback,FALSE,Petrol
2.02E+14,4576,69,Blue,Mazda,Mazda6,USED,2019,18495,Saloon,FALSE,Petrol
2.02E+14,1000,70,Red,Mazda,Mazda6,USED,2020,26250,Saloon,FALSE,Petrol
2.02E+14,15000,17,Red,Ferrari,California,USED,2017,114000,Convertible,FALSE,Petrol
2.02E+14,12000,66,Red,Renault,Clio,USED,2016,9995,Hatchback,FALSE,Diesel
2.02E+14,48000,15,White,Land Rover,Discovery Sport,USED,2015,19750,SUV,FALSE,Diesel
2.02E+14,5000,20,Grey,Volkswagen,Golf,USED,2020,32000,Hatchback,FALSE,Petrol
2.02E+14,58795,2,Black,Mercedes-Benz,SLK,USED,2002,6500,Convertible,FALSE,Petrol
2.02E+14,57000,17,Silver,Nissan,X-Trail,USED,2017,12250,SUV,FALSE,Diesel
2.02E+14,7253,66,Black,Lamborghini,Aventador,USED,2016,219995,Coupe,FALSE,Petrol
2.02E+14,6895,20,Blue,Hyundai,Kona,USED,2020,22999,SUV,FALSE,Petrol Hybrid
2.02E+14,89816,55,Silver,Porsche,911,USED,2005,18500,Coupe,FALSE,Petrol
2.02E+14,709,19,White,Toyota,Prius,USED,2019,21985,Hatchback,FALSE,Petrol Hybrid
2.02E+14,10861,18,White,SKODA,Fabia,USED,2018,10495,Hatchback,FALSE,Petrol
2.02E+14,121800,62,Blue,SKODA,Roomster,USED,2012,3250,MPV,FALSE,Diesel
2.02E+14,19312,11,Red,Ferrari,458,USED,2011,128900,Coupe,FALSE,Petrol
2.02E+14,10000,69,Blue,BMW,X6,USED,2019,65000,SUV,FALSE,Diesel
2.02E+14,6255,19,Blue,Citroen,C5 Aircross,USED,2019,17990,SUV,FALSE,Petrol
2.02E+14,11987,68,Black,Audi,A4,USED,2018,19495,Saloon,FALSE,Petrol
2.02E+14,99987,63,Silver,Audi,A8,USED,2013,11999,Saloon,FALSE,Diesel
2.02E+14,80300,53,Red,Audi,A4 Cabriolet,USED,2003,3299,Convertible,FALSE,Petrol
2.02E+14,5300,20,Grey,Mercedes-Benz,CLA Class,USED,2020,30400,Coupe,FALSE,Petrol
2.02E+14,10,,White,BMW,3 Series,NEW,,37880,Estate,FALSE,Diesel
2.02E+14,92235,51,Gold,Land Rover,Discovery,USED,2001,5495,SUV,FALSE,Diesel
2.02E+14,39000,15,Black,Citroen,C3,USED,2015,2990,Hatchback,FALSE,Petrol
2.02E+14,1362,69,Blue,Mercedes-Benz,C Class,USED,2019,28599,Estate,FALSE,Diesel
2.02E+14,18023,66,Red,Vauxhall,Corsa,USED,2016,7577,Hatchback,FALSE,Petrol
2.02E+14,22500,17,Silver,Hyundai,Tucson,USED,2017,13195,SUV,FALSE,Diesel
2.02E+14,75786,11,Black,Volkswagen,Polo,USED,2011,4599,Hatchback,FALSE,Diesel
2.02E+14,58000,62,White,Mercedes-Benz,C Class,USED,2012,10995,Saloon,FALSE,Diesel
2.02E+14,13085,18,White,Hyundai,i10,USED,2018,7350,Hatchback,FALSE,Petrol
2.02E+14,40000,17,Black,Vauxhall,Corsa,USED,2017,4499,Hatchback,FALSE,Petrol
2.02E+14,10,,Blue,Audi,A6 Saloon,NEW,,49745,Saloon,FALSE,Petrol Plug-in Hybrid
2.02E+14,37985,17,Silver,Hyundai,Tucson,USED,2017,11991,SUV,FALSE,Petrol
2.02E+14,2000,20,Blue,Volkswagen,T-Cross,USED,2020,20980,SUV,FALSE,Diesel
2.02E+14,30000,65,Silver,Mercedes-Benz,S Class,USED,2015,24995,Saloon,FALSE,Diesel
2.02E+14,38043,67,White,Nissan,Leaf,USED,2017,11995,Hatchback,FALSE,Electric
2.02E+14,28000,17,Blue,BMW,6 Series,USED,2017,27000,Convertible,FALSE,Diesel
2.02E+14,90000,13,Black,Peugeot,308,USED,2013,2995,Hatchback,FALSE,Diesel
2.02E+14,26279,17,White,BMW,2 Series Active Tourer,USED,2017,15950,MPV,FALSE,Diesel
2.02E+14,66200,13,Silver,Kia,Carens,USED,2013,6495,MPV,FALSE,Diesel
2.02E+14,19727,68,Grey,Vauxhall,Insignia,USED,2018,13500,Hatchback,FALSE,Petrol
2.02E+14,44129,16,Silver,Vauxhall,Zafira Tourer,USED,2016,7995,MPV,FALSE,Petrol
2.02E+14,31089,66,White,MINI,Convertible,USED,2016,11999,Convertible,FALSE,Diesel
2.02E+14,43651,64,Silver,Lexus,NX 300h,USED,2014,23800,SUV,FALSE,Petrol Hybrid
2.02E+14,0,,Red,Volvo,XC40,NEW,,41000,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,1,,Black,Fiat,500,NEW,,12500,Hatchback,FALSE,Petrol
2.02E+14,13219,67,Black,Audi,A4 Allroad,USED,2017,23625,Estate,FALSE,Diesel
2.02E+14,14500,19,Red,Nissan,Qashqai,USED,2019,12390,SUV,FALSE,Diesel
2.02E+14,110000,3,Black,BMW,M3,USED,2003,15000,Convertible,FALSE,Petrol
2.02E+14,18,70,Black,Land Rover,Range Rover,USED,2020,88000,SUV,FALSE,Diesel
2.02E+14,64811,13,Red,Citroen,C4 Picasso,USED,2013,6558,MPV,FALSE,Diesel
2.02E+14,25707,67,Grey,Volkswagen,Passat,USED,2018,16004,Estate,FALSE,Diesel
2.02E+14,65000,67,Grey,BMW,3 Series,USED,2017,16495,Saloon,FALSE,Diesel
2.02E+14,73659,15,White,Renault,Clio,USED,2015,5695,Hatchback,FALSE,Petrol
2.02E+14,97940,12,Black,Vauxhall,Astra,USED,2012,3100,Hatchback,FALSE,Petrol
2.02E+14,21593,67,Black,Peugeot,208,USED,2018,8798,Hatchback,FALSE,Petrol
2.02E+14,83000,17,Silver,Vauxhall,Zafira Tourer,USED,2017,9590,MPV,FALSE,Petrol
2.02E+14,53948,14,Black,Audi,A1,USED,2014,9200,Hatchback,FALSE,Petrol
2.02E+14,0,,Blue,Mercedes-Benz,GLE Class,NEW,,60770,SUV,FALSE,Diesel
2.02E+14,7019,20,Blue,BMW,1 Series,USED,2020,30980,Hatchback,FALSE,Petrol
2.02E+14,114000,62,White,BMW,3 Series,USED,2012,6750,Saloon,FALSE,Diesel
2.02E+14,51208,66,Black,BMW,1 Series,USED,2016,11280,Hatchback,FALSE,Diesel
2.02E+14,65000,12,Red,BMW,Alpina D3 Bi-Turbo,USED,2012,11585,Saloon,FALSE,Diesel
2.02E+14,18397,15,White,Volkswagen,Polo,USED,2015,9500,Hatchback,FALSE,Petrol
2.02E+14,3100,20,Black,Audi,Q2,USED,2020,30999,SUV,FALSE,Diesel
2.02E+14,73587,16,Blue,Audi,A3,USED,2016,12995,Hatchback,FALSE,Diesel
2.02E+14,5355,69,Black,Jaguar,I-PACE,USED,2019,49950,SUV,FALSE,Electric
2.02E+14,39411,17,White,Nissan,Qashqai,USED,2017,12590,SUV,FALSE,Diesel
2.02E+14,21155,67,Silver,BMW,4 Series Gran Coupe,USED,2017,21170,Saloon,FALSE,Diesel
2.02E+14,27850,16,Black,BMW,1 Series,USED,2016,12660,Hatchback,FALSE,Petrol
2.02E+14,22917,17,Black,Nissan,Qashqai,USED,2017,14500,SUV,FALSE,Petrol
2.02E+14,12950,19,Blue,Peugeot,508 SW,USED,2019,19950,Estate,FALSE,Diesel
2.02E+14,13588,67,Silver,Mercedes-Benz,G Class,USED,2017,80000,SUV,FALSE,Petrol
2.02E+14,82950,63,Black,Honda,CR-V,USED,2013,10450,SUV,FALSE,Diesel
2.02E+14,17163,19,Silver,Volkswagen,Passat,USED,2019,17895,Estate,FALSE,Petrol
2.02E+14,79069,17,White,BMW,1 Series,USED,2017,10353,Hatchback,FALSE,Petrol
2.02E+14,64000,8,Blue,Daihatsu,Terios,USED,2008,4295,SUV,FALSE,Petrol
2.02E+14,150,70,Red,Renault,Zoe,USED,2020,28999,Hatchback,FALSE,Electric
2.02E+14,18122,19,Black,Audi,S3,USED,2019,27995,Hatchback,FALSE,Petrol
2.02E+14,104775,12,Black,Audi,A3,USED,2012,5750,Hatchback,FALSE,Diesel
2.02E+14,43000,64,Silver,Vauxhall,Zafira,USED,2014,5895,MPV,FALSE,Petrol
2.02E+14,21191,67,Grey,Mazda,CX-5,USED,2018,20750,SUV,FALSE,Diesel
2.02E+14,112000,9,Blue,BMW,3 Series,USED,2009,2995,Saloon,FALSE,Petrol
2.02E+14,81779,62,Grey,Audi,A3,USED,2012,3500,Hatchback,FALSE,Diesel
2.02E+14,38797,14,White,SKODA,Octavia,USED,2014,11985,Hatchback,FALSE,Diesel
2.02E+14,56530,64,Grey,Mitsubishi,Outlander,USED,2014,12245,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,106500,55,Blue,Audi,A4 Cabriolet,USED,2005,1495,Convertible,FALSE,Petrol
2.02E+14,2987,70,White,SKODA,Karoq,USED,2020,22985,SUV,FALSE,Diesel
2.02E+14,18534,68,Blue,Kia,Sportage,USED,2018,16989,SUV,FALSE,Petrol
2.02E+14,0,,Black,Land Rover,Discovery Sport,NEW,,54756,SUV,FALSE,Diesel
2.02E+14,21400,,Blue,BMW,Z3,USED,2000,12490,Convertible,FALSE,Petrol
2.02E+14,1600,19,Black,Jeep,Renegade,USED,2019,17995,SUV,FALSE,Petrol
2.02E+14,71837,61,Black,Nissan,Juke,USED,2011,4895,SUV,FALSE,Diesel
2.02E+14,4493,17,Black,Vauxhall,Mokka X,USED,2017,10290,SUV,FALSE,Petrol
2.02E+14,4771,69,Grey,Mazda,Mazda3,USED,2019,23077,Hatchback,FALSE,Petrol
2.02E+14,6221,19,White,Volkswagen,Polo,USED,2019,13690,Hatchback,FALSE,Diesel
2.02E+14,38000,15,Red,Citroen,C1,USED,2015,2990,Hatchback,FALSE,Petrol
2.02E+14,11651,67,White,MINI,Countryman,USED,2017,19450,SUV,FALSE,Petrol
2.02E+14,44000,15,White,BMW,3 Series,USED,2015,14295,Saloon,FALSE,Diesel
2.02E+14,1337,69,Silver,Volvo,XC90,USED,2020,43190,SUV,FALSE,Petrol Hybrid
2.02E+14,4828,67,Grey,Porsche,911,USED,2018,128995,Coupe,FALSE,Petrol
2.02E+14,70000,15,Grey,Mercedes-Benz,C Class,USED,2015,14650,Saloon,FALSE,Diesel
2.02E+14,37774,18,Blue,Kia,Soul,USED,2018,15995,SUV,FALSE,Electric
2.02E+14,108125,61,White,Volkswagen,Tiguan,USED,2012,7295,SUV,FALSE,Diesel
2.02E+14,25736,67,White,BMW,5 Series,USED,2017,22700,Saloon,FALSE,Diesel
2.02E+14,24436,17,Silver,MINI,Clubman,USED,2017,21990,Estate,FALSE,Petrol
2.02E+14,20396,17,Blue,Volvo,V40,USED,2017,11999,Hatchback,FALSE,Petrol
2.02E+14,69000,59,Silver,Vauxhall,Astra,USED,2009,670,Hatchback,FALSE,Petrol
2.02E+14,36000,17,White,Mercedes-Benz,A Class,USED,2017,15695,Hatchback,FALSE,Diesel
2.02E+14,54868,10,Grey,Audi,A6 Avant,USED,2010,10495,Estate,FALSE,Diesel
2.02E+14,40000,15,White,Citroen,C1,USED,2015,4950,Convertible,FALSE,Petrol
2.02E+14,77200,64,Blue,BMW,1 Series,USED,2014,9500,Hatchback,FALSE,Diesel
2.02E+14,42000,67,Grey,Land Rover,Range Rover Sport,USED,2017,40495,SUV,FALSE,Diesel
2.02E+14,28987,66,White,BMW,1 Series,USED,2017,14950,Hatchback,FALSE,Diesel
